0.0001,0.316131371
0.000101,-1.224843972
0.000102,0.014637153
0.000103,-0.252546563
0.000104,0.034006775
0.000105,0.54185968
0.000106,-1.511220046
0.000107,-0.770456899
0.000108,-0.233116892
0.000109,-1.569179397
0.00011,-0.071638048
0.000111,-0.915419049
0.000112,0.026961879
0.000113,-0.120159822
0.000114,-0.200435209
0.000115,0.511955479
0.000116,-0.11260148
0.000117,0.87792007
0.000118,-0.352611122
0.000119,-0.365755253
0.00012,-0.432663219
0.000121,-0.184779964
0.000122,0.624905679
0.000123,0.291504747
0.000124,0.03415594
0.000125,-0.079589022
0.000126,-0.730646196
0.000127,-0.899912668
0.000128,0.010891266
0.000129,0.76218812
0.00013,-0.23949663
0.000131,-1.486495536
0.000132,-1.239401275
0.000133,-0.510705384
0.000134,-0.289477056
0.000135,-0.82838536
0.000136,-0.793486167
0.000137,-1.149806466
0.000138,-1.137147067
0.000139,-1.080106306
0.00014,-1.167482892
0.000141,-0.932471951
0.000142,-0.69281195
0.000143,-0.717868851
0.000144,-0.985175289
0.000145,-0.650916559
0.000146,-1.803730327
0.000147,-0.59186669
0.000148,-0.598759396
0.000149,-0.264011177
0.00015,0.153516756
0.000151,0.050523555
0.000152,-0.528280137
0.000153,0.848314764
0.000154,0.822168846
0.000155,0.580092695
0.000156,0.286120297
0.000157,0.530797323
0.000158,0.912350532
0.000159,0.684619528
0.00016,0.564971297
0.000161,1.301223058
0.000162,0.372416963
0.000163,0.211736281
0.000164,0.193451983
0.000165,0.684121692
0.000166,0.650161975
0.000167,0.648447377
0.000168,0.806205097
0.000169,0.380381259
0.00017,0.353450301
0.000171,-0.035880656
0.000172,0.230355021
0.000173,1.509921307
0.000174,-0.197362881
0.000175,0.276689805
0.000176,1.937545742
0.000177,0.871936305
0.000178,0.69582584
0.000179,0.014124053
0.00018,0.644649854
0.000181,0.583856348
0.000182,0.797129623
0.000183,0.767303114
0.000184,0.444657293
0.000185,-0.604887853
0.000186,-0.035803187
0.000187,-0.326595237
0.000188,-1.372885103
0.000189,-0.599012211
0.00019,-0.60966803
0.000191,-0.756481804
0.000192,-1.294106604
0.000193,-1.807881407
0.000194,-0.648561327
0.000195,-0.43816365
0.000196,-0.832692083
0.000197,-0.658153802
0.000198,-0.536441973
0.000199,-0.633010106
0.0002,-1.223503016
0.000201,-0.804274287
0.000202,-1.157386751
0.000203,-0.14883551
0.000204,-0.250339139
0.000205,-0.756721584
0.000206,-0.422452169
0.000207,-0.48199644
0.000208,-0.151373584
0.000209,-0.048016277
0.00021,-0.770759027
0.000211,-0.102691416
0.000212,-0.084495898
0.000213,-0.259316066
0.000214,-0.453303363
0.000215,0.302369248
0.000216,-0.251756191
0.000217,-0.720531295
0.000218,-0.553359157
0.000219,0.356869749
0.00022,-0.388618049
0.000221,-0.022954022
0.000222,-0.813522077
0.000223,-0.757215196
0.000224,-0.689389313
0.000225,-0.782752819
0.000226,-1.140513124
0.000227,-0.776870597
0.000228,-0.691943844
0.000229,-0.061556787
0.00023,-1.222426959
0.000231,-0.512948474
0.000232,-0.188228692
0.000233,-0.89545478
0.000234,-0.000588512
0.000235,-0.288126874
0.000236,-1.110704243
0.000237,-1.06298782
0.000238,-0.748978404
0.000239,-0.988302722
0.00024,-0.210306769
0.000241,-0.860340874
0.000242,-0.435872656
0.000243,-1.11443879
0.000244,-0.197931246
0.000245,-0.9963165
0.000246,-0.786218285
0.000247,-0.972536014
0.000248,-1.22907465
0.000249,-1.23343762
0.00025,-1.299725826
0.000251,-2.056357764
0.000252,-1.528935726
0.000253,-1.513836042
0.000254,-1.902613633
0.000255,-2.283609206
0.000256,-1.063058157
0.000257,-1.874299222
0.000258,-0.717134909
0.000259,-0.990415496
0.00026,-0.75992726
0.000261,-0.555768995
0.000262,-1.665544318
0.000263,-2.418733717
0.000264,-1.230444165
0.000265,-0.321486771
0.000266,-0.996072709
